ref_name,dis_name,mos,trc,ref_width,ref_height,ref_bits,dis_width,dis_height,dis_bits,codec
Nocturne1_1000nit.mp4,Nocturne1_1000nit_AVS3_r2.mp4,4.715151998271486,PQ,3840,2160,10,3840,2160,10,AVS
Nocturne1_1000nit.mp4,Nocturne1_1000nit_AVS3_r3.mp4,4.632227431612488,PQ,3840,2160,10,3840,2160,10,AVS
Nocturne1_1000nit.mp4,Nocturne1_1000nit_AlphaVC-P_r3.mp4,4.181414946876306,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Nocturne1_1000nit.mp4,Nocturne1_1000nit_AlphaVC-P_r4.mp4,3.250915896505421,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Nocturne1_1000nit.mp4,Nocturne1_1000nit_EEM_r2.mp4,3.594694583723232,PQ,3840,2160,10,3840,2160,10,EEM
Nocturne1_1000nit.mp4,Nocturne1_1000nit_LTM_r2.mp4,4.309753698724647,PQ,3840,2160,10,3840,2160,10,LTM
Nocturne1_1000nit.mp4,Nocturne1_1000nit_NNVC_r1.mp4,4.569322329839243,PQ,3840,2160,10,3840,2160,10,NNVC
Nocturne1_1000nit.mp4,Nocturne1_1000nit_NNVC_r2.mp4,4.723154662946912,PQ,3840,2160,10,3840,2160,10,NNVC
Smithy1_1000nit.mp4,Smithy1_1000nit_AVS3_r1.mp4,4.959314703638917,PQ,3840,2160,10,3840,2160,10,AVS
Smithy1_1000nit.mp4,Smithy1_1000nit_AVS3_r2.mp4,4.980990464941898,PQ,3840,2160,10,3840,2160,10,AVS
Smithy1_1000nit.mp4,Smithy1_1000nit_AVS3_r4.mp4,4.061642496651477,PQ,3840,2160,10,3840,2160,10,AVS
Smithy1_1000nit.mp4,Smithy1_1000nit_EEM_r4.mp4,2.745724185711788,PQ,3840,2160,10,3840,2160,10,EEM
Smithy1_1000nit.mp4,Smithy1_1000nit_LTM_r3.mp4,3.115513821644885,PQ,3840,2160,10,3840,2160,10,LTM
Smithy1_1000nit.mp4,Smithy1_1000nit_LTM_r4.mp4,2.181815316729373,PQ,3840,2160,10,3840,2160,10,LTM
Smithy1_1000nit.mp4,Smithy1_1000nit_NNVC_r1.mp4,4.9023839087765,PQ,3840,2160,10,3840,2160,10,NNVC
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_r2.mp4,3.899776472376681,PQ,3840,2160,10,3840,2160,10,VTM
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_r3.mp4,2.894614643216562,PQ,3840,2160,10,3840,2160,10,VTM
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_r4.mp4,1.480206252289245,PQ,3840,2160,10,3840,2160,10,VTM
Sparks2_1000nit.mp4,Sparks2_1000nit_AlphaVC-P_r3.mp4,3.41173218113351,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Sparks2_1000nit.mp4,Sparks2_1000nit_AlphaVC-P_r4.mp4,2.340249469640445,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Sparks2_1000nit.mp4,Sparks2_1000nit_EEM_r1.mp4,4.346934256989742,PQ,3840,2160,10,3840,2160,10,EEM
Sparks2_1000nit.mp4,Sparks2_1000nit_EEM_r2.mp4,3.567532563688243,PQ,3840,2160,10,3840,2160,10,EEM
Sparks2_1000nit.mp4,Sparks2_1000nit_EEM_r4.mp4,1.784373478263429,PQ,3840,2160,10,3840,2160,10,EEM
Sparks2_1000nit.mp4,Sparks2_1000nit_LTM_r1.mp4,4.718987550754659,PQ,3840,2160,10,3840,2160,10,LTM
Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_r1.mp4,4.832599568597566,PQ,3840,2160,10,3840,2160,10,NNVC
Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_r3.mp4,4.243516011246125,PQ,3840,2160,10,3840,2160,10,NNVC
Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_r2.mp4,3.985628010959597,PQ,3840,2160,10,3840,2160,10,VTM
Sparks3_1000nit.mp4,Sparks3_1000nit_AVS3_r3.mp4,3.974955212355347,PQ,3840,2160,10,3840,2160,10,AVS
Sparks3_1000nit.mp4,Sparks3_1000nit_AVS3_r4.mp4,2.938800105185242,PQ,3840,2160,10,3840,2160,10,AVS
Sparks3_1000nit.mp4,Sparks3_1000nit_AlphaVC-P_r2.mp4,3.411572628790784,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Sparks3_1000nit.mp4,Sparks3_1000nit_AlphaVC-P_r3.mp4,3.160949137524482,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Sparks3_1000nit.mp4,Sparks3_1000nit_EEM_r3.mp4,1.88517330154706,PQ,3840,2160,10,3840,2160,10,EEM
Sparks3_1000nit.mp4,Sparks3_1000nit_VTM_r1.mp4,4.660345040039088,PQ,3840,2160,10,3840,2160,10,VTM
Sparks3_1000nit.mp4,Sparks3_1000nit_VTM_r4.mp4,1.928726236878946,PQ,3840,2160,10,3840,2160,10,VTM
