ref_name,dis_name,mos,trc,ref_width,ref_height,ref_bits,dis_width,dis_height,dis_bits,codec
FlyingBirds.mp4,FlyingBirds_AlphaVC-P_QP3.mp4,1.19652957633118,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
FlyingBirds.mp4,FlyingBirds_DCVC-RT_QP25.mp4,2.901214999665513,PQ,3840,2160,10,3840,2160,10,DCVC-RT
FlyingBirds.mp4,FlyingBirds_DCVC-RT_QP38.mp4,3.89253366886738,PQ,3840,2160,10,3840,2160,10,DCVC-RT
FlyingBirds.mp4,FlyingBirds_EEM_QP0.mp4,2.304335156671678,PQ,3840,2160,10,3840,2160,10,EEM
FlyingBirds.mp4,FlyingBirds_EEM_QP1.mp4,1.663115370956349,PQ,3840,2160,10,3840,2160,10,EEM
FlyingBirds.mp4,FlyingBirds_EEM_QP2.mp4,1.406354824820703,PQ,3840,2160,10,3840,2160,10,EEM
FlyingBirds.mp4,FlyingBirds_EEM_QP3.mp4,0.9537378164321813,PQ,3840,2160,10,3840,2160,10,EEM
FlyingBirds.mp4,FlyingBirds_NNVC_QP32.mp4,4.692460197273262,PQ,3840,2160,10,3840,2160,10,NNVC
FlyingBirds.mp4,FlyingBirds_NNVC_QP42.mp4,3.431290251905305,PQ,3840,2160,10,3840,2160,10,NNVC
FlyingBirds.mp4,FlyingBirds_QP32_3653.mp4,4.474778481229302,PQ,3840,2160,10,3840,2160,10,LTM
FlyingBirds.mp4,FlyingBirds_QP35_3856.mp4,3.690748672962605,PQ,3840,2160,10,3840,2160,10,LTM
FlyingBirds.mp4,FlyingBirds_QP37_3991.mp4,3.019196276480079,PQ,3840,2160,10,3840,2160,10,LTM
FlyingBirds.mp4,FlyingBirds_QP42_4329.mp4,1.958138753660372,PQ,3840,2160,10,3840,2160,10,LTM
FlyingBirds.mp4,FlyingBirds_VTM_QP32.mp4,4.534493718950071,PQ,3840,2160,10,3840,2160,10,VTM
FlyingBirds.mp4,FlyingBirds_VTM_QP35.mp4,4.298351819704824,PQ,3840,2160,10,3840,2160,10,VTM
FlyingBirds.mp4,FlyingBirds_VTM_QP37.mp4,3.568186489650468,PQ,3840,2160,10,3840,2160,10,VTM
FlyingBirds.mp4,FlyingBirds_VTM_QP42.mp4,3.036217311106487,PQ,3840,2160,10,3840,2160,10,VTM
Smithy1_1000nit.mp4,Smithy1_1000nit_LCEVC_QP27.mp4,4.768189493142897,PQ,3840,2160,10,3840,2160,10,LTM
Smithy1_1000nit.mp4,Smithy1_1000nit_NNVC_QP37.mp4,4.446911480142594,PQ,3840,2160,10,3840,2160,10,NNVC
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_QP27.mp4,4.891215935137337,PQ,3840,2160,10,3840,2160,10,VTM
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_QP40.mp4,4.491621448468125,PQ,3840,2160,10,3840,2160,10,VTM
Sparks2_1000nit.mp4,Sparks2_1000nit_LCEVC_QP25.mp4,4.458336901984568,PQ,3840,2160,10,3840,2160,10,LTM
Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_QP35.mp4,4.458241345549919,PQ,3840,2160,10,3840,2160,10,NNVC
Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_QP37.mp4,3.827617500183569,PQ,3840,2160,10,3840,2160,10,NNVC
Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_QP22.mp4,4.790519954850471,PQ,3840,2160,10,3840,2160,10,VTM
Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_QP35.mp4,4.190076974994088,PQ,3840,2160,10,3840,2160,10,VTM
