lab,ref_name,dis_name,mos,trc,codec,ref_width,ref_height,ref_bits,dis_width,dis_height,dis_bits,display_model,cvvdp,result_source
HW,Chimera3_1000nit.mp4,Chimera3_1000nit_EEM_r4.mp4,1.283091712123169,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,3.802792549133301,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera3_1000nit.mp4,Chimera3_1000nit_LTM_r1.mp4,4.813616596603726,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.346732139587402,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera3_1000nit.mp4,Chimera3_1000nit_NNVC_r1.mp4,4.78950693888762,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.827528953552246,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera3_1000nit.mp4,Chimera3_1000nit_NNVC_r2.mp4,4.8333595774,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.4476900100708,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera3_1000nit.mp4,Chimera3_1000nit_NNVC_r3.mp4,4.165942920350777,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.095898628234863,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera3_1000nit.mp4,Chimera3_1000nit_VTM_r1.mp4,4.775402975347525,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.533980369567871,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r1.mp4,4.468489337965403,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.57577896118164,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r2.mp4,4.372680845967329,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.35543727874756,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r4.mp4,3.515513008494889,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.873081207275391,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera4_1000nit.mp4,Chimera4_1000nit_AlphaVC-P_r4.mp4,1.698961665332682,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,5.663576602935791,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera4_1000nit.mp4,Chimera4_1000nit_LTM_r1.mp4,4.609652234208924,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.581026077270508,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_r3.mp4,4.297446056729266,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.868670463562012,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_r2.mp4,3.377793151157771,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.432283401489258,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_r3.mp4,2.003779026831832,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,5.922740459442139,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_r4.mp4,1.043588365018539,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,4.434306621551514,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Football1_1000nit.mp4,Football1_1000nit_AlphaVC-P_r2.mp4,4.453159045799485,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.087447166442873,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Football1_1000nit.mp4,Football1_1000nit_EEM_r3.mp4,2.361848053856991,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.531693458557129,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Football1_1000nit.mp4,Football1_1000nit_VTM_r2.mp4,3.956091269288371,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.719514846801758,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Nocturne1_1000nit.mp4,Nocturne1_1000nit_AVS3_r1.mp4,4.418258314224944,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.72104835510254,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Nocturne1_1000nit.mp4,Nocturne1_1000nit_AVS3_r2.mp4,4.715151998271486,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.627427101135254,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Nocturne1_1000nit.mp4,Nocturne1_1000nit_AVS3_r3.mp4,4.632227431612488,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.498920440673828,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Nocturne1_1000nit.mp4,Nocturne1_1000nit_AlphaVC-P_r3.mp4,4.181414946876306,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.299050331115724,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Nocturne1_1000nit.mp4,Nocturne1_1000nit_AlphaVC-P_r4.mp4,3.250915896505421,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.793079376220703,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Nocturne1_1000nit.mp4,Nocturne1_1000nit_EEM_r2.mp4,3.594694583723232,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.138550758361816,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Nocturne1_1000nit.mp4,Nocturne1_1000nit_LTM_r2.mp4,4.309753698724647,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.164766311645508,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Nocturne1_1000nit.mp4,Nocturne1_1000nit_NNVC_r1.mp4,4.569322329839243,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.90950870513916,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Nocturne1_1000nit.mp4,Nocturne1_1000nit_NNVC_r2.mp4,4.723154662946912,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.69679355621338,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Smithy1_1000nit.mp4,Smithy1_1000nit_AVS3_r1.mp4,4.959314703638917,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.492133140563965,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Smithy1_1000nit.mp4,Smithy1_1000nit_AVS3_r2.mp4,4.980990464941898,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.132830619812012,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Smithy1_1000nit.mp4,Smithy1_1000nit_AVS3_r4.mp4,4.061642496651477,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.0609283447265625,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Smithy1_1000nit.mp4,Smithy1_1000nit_EEM_r4.mp4,2.745724185711788,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,4.100033283233643,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Smithy1_1000nit.mp4,Smithy1_1000nit_LTM_r3.mp4,3.115513821644885,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,5.461558818817139,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Smithy1_1000nit.mp4,Smithy1_1000nit_LTM_r4.mp4,2.181815316729373,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,4.478801727294922,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Smithy1_1000nit.mp4,Smithy1_1000nit_NNVC_r1.mp4,4.9023839087765,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.86466121673584,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_r2.mp4,3.899776472376681,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,6.737534999847412,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_r3.mp4,2.894614643216562,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,5.086771965026856,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_r4.mp4,1.480206252289245,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,3.391925811767578,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks2_1000nit.mp4,Sparks2_1000nit_AlphaVC-P_r3.mp4,3.41173218113351,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.922293663024902,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks2_1000nit.mp4,Sparks2_1000nit_AlphaVC-P_r4.mp4,2.340249469640445,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,6.711760520935059,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks2_1000nit.mp4,Sparks2_1000nit_EEM_r1.mp4,4.346934256989742,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.79101848602295,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks2_1000nit.mp4,Sparks2_1000nit_EEM_r2.mp4,3.567532563688243,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.801902294158935,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks2_1000nit.mp4,Sparks2_1000nit_EEM_r4.mp4,1.784373478263429,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,5.799718379974365,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks2_1000nit.mp4,Sparks2_1000nit_LTM_r1.mp4,4.718987550754659,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.561949729919434,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_r1.mp4,4.832599568597566,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.859593391418455,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_r3.mp4,4.243516011246125,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.642805099487305,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_r2.mp4,3.985628010959597,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.402491569519043,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks3_1000nit.mp4,Sparks3_1000nit_AVS3_r3.mp4,3.974955212355347,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.07875633239746,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks3_1000nit.mp4,Sparks3_1000nit_AVS3_r4.mp4,2.938800105185242,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.361915588378906,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks3_1000nit.mp4,Sparks3_1000nit_AlphaVC-P_r2.mp4,3.411572628790784,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.845783233642578,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks3_1000nit.mp4,Sparks3_1000nit_AlphaVC-P_r3.mp4,3.160949137524482,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.645882606506348,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks3_1000nit.mp4,Sparks3_1000nit_EEM_r3.mp4,1.88517330154706,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.968027114868164,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks3_1000nit.mp4,Sparks3_1000nit_VTM_r1.mp4,4.660345040039088,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.330820083618164,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
HW,Sparks3_1000nit.mp4,Sparks3_1000nit_VTM_r4.mp4,1.928726236878946,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,6.668681621551514,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_HW_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP36.mp4,4.417379836649311,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.284972190856934,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP40.mp4,4.41766528695161,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.025635719299316,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP44.mp4,4.130409678312902,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.68858528137207,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP48.mp4,3.301573578920562,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.314043045043945,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP1.mp4,4.184670798616786,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.313796043395996,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP2.mp4,3.796691086545996,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.16254711151123,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP3.mp4,3.338048464727879,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.807581901550293,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP4.mp4,2.902284959333556,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.330446243286133,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP5.mp4,2.240238049779636,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.659561157226562,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_DCVC-RT_QP13.mp4,2.269467632970553,PQ,DCVC-RT,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.349668502807617,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_DCVC-RT_QP25.mp4,2.596925305904952,PQ,DCVC-RT,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.16833209991455,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_DCVC-RT_QP50.mp4,4.667651179288252,PQ,DCVC-RT,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.225311279296877,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_EEM_QP0.mp4,4.706039825245131,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.309706687927246,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_EEM_QP1.mp4,3.739602523724349,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.825772285461426,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_EEM_QP2.mp4,3.99727644139647,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.551535606384277,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_EEM_QP3.mp4,1.743070126925621,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.725559234619141,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
